PeakID (cmd=annotatePeaks.pl PLACseq_anchor1.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
166	chr1	63650001	63700000	+	0	NA	intron (NM_001081658, intron 5 of 14)	intron (NM_001081658, intron 5 of 14)	11927	NM_001081658	241073	Mm.297680	NM_001081658	ENSMUSG00000069085	Dytn	Gm215	dystrotelin	protein-coding
1705	chr7	125450001	125500000	+	0	NA	intron (NM_026330, intron 2 of 7)	intron (NM_026330, intron 2 of 7)	16443	NM_001360659	67711	Mm.4467	NM_026330	ENSMUSG00000030750	Nsmce1	2510027N19Rik	NSE1 homolog, SMC5-SMC6 complex component	protein-coding
1047	chr13	52700001	52750000	+	0	NA	Intergenic	RLTR17B_Mm|LTR|ERVK	32205	NR_027893	105404	Mm.184173	NR_027893		BB123696	-	expressed sequence BB123696	ncRNA
1031	chr13	37500001	37550000	+	0	NA	Intergenic	Intergenic	179655	NM_010745	17084	Mm.2639	NM_010745	ENSMUSG00000021423	Ly86	MD-1|MD1|ly86_tv2	lymphocyte antigen 86	protein-coding
1620	chr7	16800001	16850000	+	0	NA	intron (NM_001039878, intron 4 of 17)	intron (NM_001039878, intron 4 of 17)	-8268	NM_001358846	243853	Mm.39703	NM_173430	ENSMUSG00000048920	Fkrp	A830029B19Rik|AI842067|AI847300|LGMD1I|MDC1C	fukutin related protein	protein-coding
865	chr11	100200001	100250000	+	0	NA	Intergenic	HAL1|LINE|L1	-17490	NM_001313956	16664	Mm.439898	NM_016958	ENSMUSG00000045545	Krt14	AI626930|CK-14|K14|Krt-1.14|Krt1-14	keratin 14	protein-coding
1540	chr6	90700001	90750000	+	0	NA	intron (NM_001356440, intron 1 of 13)	intron (NM_001356440, intron 1 of 13)	-8471	NM_001134383	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
935	chr9	61000001	61050000	+	0	NA	Intergenic	Intergenic	7931	NR_040767	330956	Mm.207985	NR_040767	ENSMUSG00000111290	Gm5122	A430102L10	predicted gene 5122	ncRNA
868	chr11	102650001	102700000	+	0	NA	exon (NM_001127576, exon 5 of 8)	exon (NM_001127576, exon 5 of 8)	9415	NM_001127576	268491	Mm.447643	NM_001127576	ENSMUSG00000051455	Meioc	Gm1564|Gm663	meiosis specific with coiled-coil domain	protein-coding
487	chr16	94000001	94050000	+	0	NA	Intergenic	B2_Mm1a|SINE|B2	-16163	NM_019500	56173	Mm.328716	NM_019500	ENSMUSG00000047109	Cldn14	AI851731	claudin 14	protein-coding
1788	chr4	130250001	130300000	+	0	NA	intron (NM_172702, intron 1 of 9)	CpG	220	NM_001253386	230779	Mm.45132	NM_172702	ENSMUSG00000023232	Serinc2	2310004K20Rik|AW121759|FKSG84|TDE2|Tde2l	serine incorporator 2	protein-coding
811	chr11	22650001	22700000	+	0	NA	Intergenic	Intergenic	162717	NM_153596	103765	Mm.221274	NM_153596	ENSMUSG00000049904	Tmem17	AI503894|AW049890	transmembrane protein 17	protein-coding
577	chr12	118900001	118950000	+	0	NA	intron (NM_029961, intron 13 of 27)	B3|SINE|B2	41421	NM_029961	77706	Mm.261496	NM_029961	ENSMUSG00000072791	Abcb5	9230106F14Rik	ATP-binding cassette, sub-family B (MDR/TAP), member 5	protein-coding
1591	chr6	143600001	143650000	+	0	NA	intron (NR_045732, intron 2 of 4)	L1ME3|LINE|L1	26288	NR_045732	73425	Mm.417844	NR_045732	ENSMUSG00000086887	1700060C16Rik	-	RIKEN cDNA 1700060C16 gene	ncRNA
1677	chr7	84550001	84600000	+	0	NA	intron (NR_045098, intron 1 of 2)	intron (NR_045098, intron 1 of 2)	30942	NM_010176	14085	Mm.3798	NM_010176	ENSMUSG00000030630	Fah	swst	fumarylacetoacetate hydrolase	protein-coding
488	chr16	94700001	94750000	+	0	NA	Intergenic	Intergenic	113581	NM_001347731	13548	Mm.310973	NM_007890	ENSMUSG00000022897	Dyrk1a	2310043O08Rik|D16Ertd272e|D16Ertd493e|Dyrk|Gm10783|Mnbh|Mp86|mmb	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	protein-coding
1760	chr4	86850001	86900000	+	0	NA	intron (NM_139306, intron 1 of 5)	intron (NM_139306, intron 1 of 5)	586	NM_001290541	230379	Mm.45019	NM_139306	ENSMUSG00000038007	Acer2	2410116I05Rik|Asah3l|CRG-L1|maCER2	alkaline ceramidase 2	protein-coding
438	chr16	31450001	31500000	+	0	NA	Intergenic	Intergenic	-45224	NR_152205	100047123	Mm.466711	NR_152205		Gm15743	-	predicted gene 15743	ncRNA
848	chr11	78550001	78600000	+	0	NA	intron (NM_008702, intron 7 of 10)	intron (NM_008702, intron 7 of 10)	-24265	NM_133706	69071	Mm.29431	NM_133706	ENSMUSG00000037278	Tmem97	1810014L12Rik|AI115531|AL022956|D11Bhm182e	transmembrane protein 97	protein-coding
1762	chr4	87750001	87800000	+	0	NA	intron (NM_001286158, intron 5 of 5)	intron (NM_001286158, intron 5 of 5)	31323	NM_029931	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	protein-coding
321	chr18	74800001	74850000	+	0	NA	Intergenic	Intergenic	45788	NM_177470	52538	Mm.245724	NM_177470	ENSMUSG00000036880	Acaa2	0610011L04Rik|AI255831|AI265397|D18Ertd240e	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	protein-coding
257	chr1	179750001	179800000	+	0	NA	intron (NM_026375, intron 21 of 35)	intron (NM_026375, intron 21 of 35)	29015	NM_026375	226747	Mm.128165	NM_026375	ENSMUSG00000026491	Ahctf1	6230412P20Rik|AV011447|Elys	AT hook containing transcription factor 1	protein-coding
1879	chr5	110900001	110950000	+	0	NA	intron (NM_001267622, intron 2 of 22)	intron (NM_001267622, intron 2 of 22)	45197	NM_001267622	209683	Mm.295660	NM_024477	ENSMUSG00000033209	Ttc28	2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK	tetratricopeptide repeat domain 28	protein-coding
587	chr2	10450001	10500000	+	0	NA	promoter-TSS (NR_035410)	promoter-TSS (NR_035410)	-300	NR_035410	100316663		NR_035410	ENSMUSG00000094297	Mir669k	Mirn669k|mir-669k|mmu-mir-669k	microRNA 669k	ncRNA
1721	chr4	3500001	3550000	+	0	NA	Intergenic	Intergenic	-12090	NR_037306	100499523		NR_037306	ENSMUSG00000094253	Mir3471-2	mmu-mir-3471-2	microRNA 3471-2	ncRNA
1054	chr13	62600001	62650000	+	0	NA	promoter-TSS (NM_173381)	promoter-TSS (NM_173381)	-818	NM_001324406	211378	Mm.247448	NM_173381	ENSMUSG00000072066	6720489N17Rik	9330128I06	RIKEN cDNA 6720489N17 gene	protein-coding
1120	chr14	26450001	26500000	+	0	NA	intron (NM_032008, intron 2 of 22)	intron (NM_032008, intron 2 of 22)	59624	NM_001310445	83997	Mm.36769	NM_032008	ENSMUSG00000021870	Slmap	D330001L02Rik|Miranda|Slap|mKIAA1601	sarcolemma associated protein	protein-coding
1258	chr3	109150001	109200000	+	0	NA	Intergenic	Intergenic	51851	NM_172685	229731	Mm.33574	NM_172685	ENSMUSG00000040322	Slc25a24	2610016M12Rik	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24	protein-coding
1595	chr6	145350001	145400000	+	0	NA	Intergenic	MT2A|LTR|ERVL	-12625	NR_003625	381827	Mm.179075	NM_001001987		1700073E17Rik	-	ribosomal protein L7 pseudogene	pseudo
938	chr9	62950001	63000000	+	0	NA	intron (NM_019663, intron 1 of 13)	intron (NM_019663, intron 1 of 13)	5879	NM_019663	56469	Mm.431253	NM_019663	ENSMUSG00000032405	Pias1	2900068C24Rik|Ddxbp1|GBP	protein inhibitor of activated STAT 1	protein-coding
1781	chr4	120950001	121000000	+	0	NA	intron (NM_133716, intron 6 of 9)	intron (NM_133716, intron 6 of 9)	-1678	NR_105982	102465614		NR_105982	ENSMUSG00000106436	Mir7015	mmu-mir-7015	microRNA 7015	ncRNA
636	chr2	60000001	60050000	+	0	NA	intron (NM_001001182, intron 2 of 35)	intron (NM_001001182, intron 2 of 35)	73735	NM_001370942	667103	Mm.491257	NM_001370942		Gm13570	-	predicted gene 13570	protein-coding
594	chr2	17400001	17450000	+	0	NA	intron (NM_001362722, intron 8 of 25)	intron (NM_001362722, intron 8 of 25)	37856	NM_001362722	74103	Mm.120298	NM_028757	ENSMUSG00000053702	Nebl	1200007O21Rik|A630080F05Rik|BB140644|D830029A09Rik|Lnebl	nebulette	protein-coding
794	chrX	159600001	159650000	+	0	NA	Intergenic	Intergenic	-2272	NM_001135727	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|Cin85|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
523	chr12	40250001	40300000	+	0	NA	Intergenic	Intergenic	51636	NR_045157	629820	Mm.435540	NR_045157	ENSMUSG00000035983	Gm7008	EG629820	predicted gene 7008	ncRNA
1634	chr7	25450001	25500000	+	0	NA	intron (NM_001039185, intron 2 of 8)	intron (NM_001039185, intron 2 of 8)	2625	NM_001039186	26365	Mm.322502	NM_011926	ENSMUSG00000074272	Ceacam1	Bgp|Bgp1|C-CAM|CD66a|Cc1|Cea-1|Cea-7|Cea1|Cea7|Hv-2|Hv2|MHVR|MHVR1|Mhv-1|bb-1|mCEA1|mmCGM1|mmCGM1a|mmCGM2	carcinoembryonic antigen-related cell adhesion molecule 1	protein-coding
150	chr1	52100001	52150000	+	0	NA	intron (NM_009283, intron 4 of 24)	RLTR20A2B_MM|LTR|ERVK	5378	NM_001205313	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding
1392	chr10	26350001	26400000	+	0	NA	promoter-TSS (NM_001359255)	promoter-TSS (NM_001359255)	219	NM_172787	237339	Mm.338439	NM_172787	ENSMUSG00000039089	L3mbtl3	AI481284|MBT-1	L3MBTL3 histone methyl-lysine binding protein	protein-coding
1386	chr10	21400001	21450000	+	0	NA	Intergenic	Intergenic	47700	NM_178713	237320	Mm.90181	NM_178713	ENSMUSG00000037542	Aldh8a1	Raldh4	aldehyde dehydrogenase 8 family, member A1	protein-coding
819	chr11	43750001	43800000	+	0	NA	3' UTR (NM_001284380, exon 4 of 4)	3' UTR (NM_001284380, exon 4 of 4)	-26992	NM_133795	66827	Mm.271974	NM_133795	ENSMUSG00000041278	Ttc1	4833412C19Rik|C79328|TPR1	tetratricopeptide repeat domain 1	protein-coding
127	chr1	34200001	34250000	+	0	NA	intron (NM_001276764, intron 58 of 102)	intron (NM_001276764, intron 58 of 102)	64740	NM_010081	13518	Mm.336625	NM_010081	ENSMUSG00000026131	Dst	2310001O04Rik|A830042E19Rik|AW554249|BP230|BPAG1-n|Bpag|Bpag1|Macf2|ah|athetoid|dt|mKIAA0728|nmf203|nmf339	dystonin	protein-coding
1113	chr14	15900001	15950000	+	0	NA	Intergenic	L1_Mus2|LINE|L1	318331	NM_001359883	71147	Mm.197960	NM_027695	ENSMUSG00000021786	Oxsm	4933425A18Rik|C80494	3-oxoacyl-ACP synthase, mitochondrial	protein-coding
614	chr2	33800001	33850000	+	0	NA	intron (NM_175184, intron 6 of 9)	intron (NM_175184, intron 6 of 9)	19184	NR_045729	320482	Mm.442057	NR_045729	ENSMUSG00000086484	Nron	A630071L07Rik|Gm24353	non-protein coding RNA, repressor of NFAT	ncRNA
645	chr2	73550001	73600000	+	0	NA	intron (NM_007389, intron 1 of 8)	L1MB5|LINE|L1	5338	NM_007389	11435	Mm.4583	NM_007389	ENSMUSG00000027107	Chrna1	AI385656|AI608266|Achr-1|Acra	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)	protein-coding
382	chr15	66300001	66350000	+	0	NA	Intergenic	Intergenic	-38371	NM_152923	110862	Mm.255585	NM_152923	ENSMUSG00000056258	Kcnq3	-	potassium voltage-gated channel, subfamily Q, member 3	protein-coding
988	chr9	116100001	116150000	+	0	NA	intron (NM_009371, intron 4 of 7)	intron (NM_009371, intron 4 of 7)	50363	NM_029575	21813	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding
581	chr2	5400001	5450000	+	0	NA	intron (NR_030601, intron 1 of 1)	intron (NR_030601, intron 1 of 1)	45610	NR_030601	100124465		NR_030601	ENSMUSG00000078031	Mir466d	Mirn466d	microRNA 466d	ncRNA
1725	chr4	8600001	8650000	+	0	NA	Intergenic	Lx|LINE|L1	-65406	NM_001277149	320790	Mm.138792	NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding
1414	chr10	44250001	44300000	+	0	NA	intron (NM_001358596, intron 1 of 6)	intron (NM_001358596, intron 1 of 6)	6661	NM_053069	11793	Mm.22264	NM_053069	ENSMUSG00000038160	Atg5	2010107M05Rik|3110067M24Rik|AW319544|Apg5l|Atg5l|C88337|Paddy	autophagy related 5	protein-coding
1900	chr5	129000001	129050000	+	0	NA	TTS (NM_009391)	TTS (NM_009391)	4844	NM_009391	19384	Mm.297440	NM_009391	ENSMUSG00000029430	Ran	-	RAN, member RAS oncogene family	protein-coding
1375	chr10	12800001	12850000	+	0	NA	intron (NM_011682, intron 1 of 73)	intron (NM_011682, intron 1 of 73)	36735	NM_011682	22288	Mm.331784	NM_011682	ENSMUSG00000019820	Utrn	AA589569|DRP|Dmdl	utrophin	protein-coding
1654	chr7	58600001	58650000	+	0	NA	Intergenic	RMER10B|LTR|ERVL	-33202	NM_009728	11982	Mm.135129	NM_009728	ENSMUSG00000025324	Atp10a	Atp10c|pfatp	ATPase, class V, type 10A	protein-coding
775	chrX	106750001	106800000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	65539	NM_199468	213436	Mm.85581	NM_199468	ENSMUSG00000047686	Rtl3	D430021I08Rik|Gm375|Mar3|Mart3|ZHC5|Zcchc5	retrotransposon Gag like 3	protein-coding
315	chr18	65750001	65800000	+	0	NA	Intergenic	Intergenic	-25578	NM_025468	66286	Mm.27800	NM_025468	ENSMUSG00000024516	Sec11c	1810029G24Rik|Sec11l3	SEC11 homolog C, signal peptidase complex subunit	protein-coding
993	chr9	120550001	120600000	+	0	NA	TTS (NM_025974)	TTS (NM_025974)	-2331	NR_073359	76100	Mm.48212	NR_073359	ENSMUSG00000052658	5830454E08Rik	-	RIKEN cDNA 5830454E08 gene	ncRNA
663	chr2	102750001	102800000	+	0	NA	intron (NM_001361018, intron 9 of 9)	intron (NM_001361018, intron 9 of 9)	-28240	NR_153852	102637542	Mm.371582	NR_153852		Gm13872	-	predicted gene 13872	ncRNA
610	chr2	30400001	30450000	+	0	NA	intron (NM_001362733, intron 1 of 9)	RMER3D-int|LTR|ERVK	8950	NM_138748	110854	Mm.275393	NM_138748	ENSMUSG00000039515	Ptpa	2610042B21Rik|C77440|N28142|PR53|Ppp2r4	protein phosphatase 2 protein activator	protein-coding
450	chr16	42900001	42950000	+	0	NA	intron (NM_001285805, intron 1 of 10)	intron (NM_001285805, intron 1 of 10)	-12930	NR_040402	100503040	Mm.490721	NR_040402	ENSMUSG00000116903	Gm19522	-	predicted gene, 19522	ncRNA
1156	chr14	69850001	69900000	+	0	NA	intron (NM_028560, intron 3 of 6)	RLTR18B|LTR|ERVK	34593	NM_028526	73523	Mm.23509	NM_028526	ENSMUSG00000022085	Pebp4	PEBP-4	phosphatidylethanolamine binding protein 4	protein-coding
550	chr12	85300001	85350000	+	0	NA	intron (NM_145138, intron 8 of 21)	B4A|SINE|B4	14362	NM_145138	217718	Mm.29071	NM_145138	ENSMUSG00000034290	Nek9	C130021H08Rik	NIMA (never in mitosis gene a)-related expressed kinase 9	protein-coding
1658	chr7	66100001	66150000	+	0	NA	intron (NM_001081163, intron 1 of 2)	intron (NM_001081163, intron 1 of 2)	15508	NM_001081163	269941	Mm.333916	NM_001081163	ENSMUSG00000032640	Chsy1	-	chondroitin sulfate synthase 1	protein-coding
251	chr1	173450001	173500000	+	0	NA	Intergenic	(TTCC)n|Simple_repeat|Simple_repeat	54396	NM_001013779	383619	Mm.131453	NM_001013779	ENSMUSG00000037860	Aim2	Gm1313|Ifi210	absent in melanoma 2	protein-coding
1272	chr3	131300001	131350000	+	0	NA	exon (NM_028943, exon 5 of 6)	exon (NM_028943, exon 5 of 6)	19923	NM_028943	74442	Mm.273360	NM_028943	ENSMUSG00000050931	Sgms2	4933405A16Rik|5133401H06Rik|AI854299	sphingomyelin synthase 2	protein-coding
1403	chr10	40250001	40300000	+	0	NA	Intergenic	RSINE1|SINE|B4	16532	NR_002842	19850	Mm.424506	NR_002842		Rnu3a	-	U3A small nuclear RNA	snRNA
434	chr16	25950001	26000000	+	0	NA	intron (NM_173379, intron 8 of 14)	L1Md_F2|LINE|L1	130813	NM_173379	210530	Mm.326869	NM_173379	ENSMUSG00000038168	P3h2	4832416N06|AW553532|Leprel1|Mlat4	prolyl 3-hydroxylase 2	protein-coding
818	chr11	31950001	32000000	+	0	NA	intron (NM_026262, intron 2 of 4)	intron (NM_026262, intron 2 of 4)	9367	NM_026262	67592	Mm.78654	NM_026262	ENSMUSG00000020299	4930524B15Rik	-	RIKEN cDNA 4930524B15 gene	protein-coding
1618	chr7	13700001	13750000	+	0	NA	Intergenic	L1_Mus1|LINE|L1	-8506	NM_009286	100043194	Mm.457986	NM_009286	ENSMUSG00000070811	Sult2a2	C730007P19Rik|ST|ST2A2|Sth2|mSTa2	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2	protein-coding
1759	chr4	83300001	83350000	+	0	NA	promoter-TSS (NM_027238)	promoter-TSS (NM_027238)	-811	NM_027238	69863	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding
1391	chr10	25250001	25300000	+	0	NA	intron (NM_018747, intron 3 of 7)	intron (NM_018747, intron 3 of 7)	24163	NM_018747	432442	Mm.485937	NM_018747	ENSMUSG00000039166	Akap7	6430401D08|AI662165|AKAP15|Akap18|BB170514	A kinase (PRKA) anchor protein 7	protein-coding
1597	chr6	145800001	145850000	+	0	NA	Intergenic	Intergenic	40420	NM_001271768	79362	Mm.154529	NM_024469	ENSMUSG00000030256	Bhlhe41	6430520M22Rik|Bhlhb2l|Bhlhb3|DEC2|Sharp1	basic helix-loop-helix family, member e41	protein-coding
1562	chr6	119350001	119400000	+	0	NA	intron (NM_197985, intron 1 of 7)	ORR1B2|LTR|ERVL-MaLR	13734	NM_001355692	68465	Mm.291826	NM_197985	ENSMUSG00000030168	Adipor2	1110001I14Rik|ADCR2|AI115388|AW554121|D6Ucla1e|Paqr2	adiponectin receptor 2	protein-coding
344	chr15	9450001	9500000	+	0	NA	Intergenic	Intergenic	38972	NM_029341	75568	Mm.82143	NM_029341	ENSMUSG00000039676	Capsl	1700028N11Rik|AW125205	calcyphosine-like	protein-coding
435	chr16	29700001	29750000	+	0	NA	Intergenic	Intergenic	145666	NM_133752	74143	Mm.274285	NM_133752	ENSMUSG00000038084	Opa1	1200011N24Rik|AI225888|AI847218|lilr3|mKIAA0567	OPA1, mitochondrial dynamin like GTPase	protein-coding
1691	chr7	110000001	110050000	+	0	NA	intron (NM_181517, intron 1 of 24)	B1_Mm|SINE|Alu	6685	NM_001362172	233726	Mm.222328	NM_181517	ENSMUSG00000066232	Ipo7	A330055O14Rik|C330016G14|Imp7|Ranbp7	importin 7	protein-coding
410	chr16	4050001	4100000	+	0	NA	intron (NR_152409, intron 1 of 17)	intron (NR_152409, intron 1 of 17)	2810	NM_026508	68015	Mm.123366	NM_026508	ENSMUSG00000005981	Trap1	2410002K23Rik|HSP75	TNF receptor-associated protein 1	protein-coding
370	chr15	58550001	58600000	+	0	NA	intron (NM_001370912, intron 14 of 40)	intron (NM_001370912, intron 14 of 40)	64952	NM_001370912	631797		NM_001370912	ENSMUSG00000037106	Fer1l6	EG631797	fer-1-like 6 (C. elegans)	protein-coding
617	chr2	35650001	35700000	+	0	NA	intron (NM_001114124, intron 3 of 15)	intron (NM_001114124, intron 3 of 15)	-16994	NM_001001602	69601	Mm.29629	NM_001001602	ENSMUSG00000026883	Dab2ip	2310011D08Rik|AI480459|Aip1|mKIAA1743	disabled 2 interacting protein	protein-coding
1148	chr14	61550001	61600000	+	0	NA	Intergenic	B1F|SINE|Alu	-18114	NM_001310603	66674	Mm.282706	NM_025697	ENSMUSG00000021930	Spryd7	6330409N04Rik|Clld6	SPRY domain containing 7	protein-coding
1131	chr14	43250001	43300000	+	0	NA	promoter-TSS (NR_154584)	promoter-TSS (NR_154584)	-36	NR_154584	108168154	Mm.57578	NM_028535		Gm9732	100041143|73415|Gm3161	predicted gene 9732	ncRNA
1419	chr10	60300001	60350000	+	0	NA	exon (NM_001252635, exon 46 of 69)	exon (NM_001252635, exon 46 of 69)	-21851	NM_028732	74048	Mm.273584	NM_028732	ENSMUSG00000020101	Vsir	4632428N05Rik|Dies1|PD-1H|VISTA	V-set immunoregulatory receptor	protein-coding
1711	chr7	132650001	132700000	+	0	NA	intron (NM_029609, intron 6 of 6)	intron (NM_029609, intron 6 of 6)	64357	NM_029609	76429	Mm.276721	NM_029609	ENSMUSG00000030946	Lhpp	2310007H09Rik	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	protein-coding
1867	chr5	93450001	93500000	+	0	NA	Intergenic	L1_Mus3|LINE|L1	196509	NM_001164284	381654	Mm.326591	NM_001164284	ENSMUSG00000070686	C87414	-	expressed sequence C87414	protein-coding
1905	chr5	136950001	137000000	+	0	NA	3' UTR (NM_021719, exon 5 of 5)	3' UTR (NM_021719, exon 5 of 5)	7131	NM_021719	60363	Mm.87202	NM_021719	ENSMUSG00000001739	Cldn15	2210009B08Rik|BB107105	claudin 15	protein-coding
1855	chr5	73900001	73950000	+	0	NA	Intergenic	Lx8|LINE|L1	143411	NM_177561	69727	Mm.48795	NM_177561	ENSMUSG00000054814	Usp46	1190009E20Rik|2410018I08Rik|AI451644	ubiquitin specific peptidase 46	protein-coding
141	chr1	40350001	40400000	+	0	NA	Intergenic	PB1D10|SINE|Alu	50411	NM_001356478	107527	Mm.155583	NM_133193	ENSMUSG00000070942	Il1rl2	AI481289|AW551444|IL-1Rrp2	interleukin 1 receptor-like 2	protein-coding
365	chr15	55100001	55150000	+	0	NA	intron (NM_145470, intron 1 of 8)	B1_Mur2|SINE|Alu	-8436	NM_001037937	97998	Mm.295397	NM_145470	ENSMUSG00000022419	Deptor	Depdc6	DEP domain containing MTOR-interacting protein	protein-coding
1881	chr5	111400001	111450000	+	0	NA	intron (NM_001081235, intron 2 of 2)	intron (NM_001081235, intron 2 of 2)	7700	NM_001081235	433938	Mm.332576	NM_001081235	ENSMUSG00000070576	Mn1	AA003644|AA009236	meningioma 1	protein-coding
43	chr19	59350001	59400000	+	0	NA	Intergenic	Intergenic	-29220	NM_001033222	107368	Mm.27250	NM_001033222	ENSMUSG00000074746	Pdzd8	A630041P07Rik|AV329468|AW228944|Pdzk8	PDZ domain containing 8	protein-coding
333	chr18	83700001	83750000	+	0	NA	Intergenic	RMER20B|LTR|ERVK	361465	NM_001364994	110796	Mm.102136	NM_001081300	ENSMUSG00000046982	Tshz1	5730407I04Rik|D18Bwg1409e|Mtsh1|NY-CO-33|Sdccag33|Tsh1|teashirt1	teashirt zinc finger family member 1	protein-coding
613	chr2	33100001	33150000	+	0	NA	intron (NM_001355201, intron 1 of 29)	MTD|LTR|ERVL-MaLR	5619	NM_001355200	99326	Mm.41290	NM_178888	ENSMUSG00000038860	Garnl3	AW120551	GTPase activating RANGAP domain-like 3	protein-coding
1248	chr3	103200001	103250000	+	0	NA	Intergenic	Intergenic	53345	NM_001356331	68183	Mm.104919	NM_026602	ENSMUSG00000005687	Bcas2	6430539P16Rik|AI132645|C76366|C80030	breast carcinoma amplified sequence 2	protein-coding
350	chr15	25400001	25450000	+	0	NA	intron (NR_027376, intron 1 of 1)	CT-rich|Low_complexity|Low_complexity	10808	NR_027376	432939	Mm.146555	NM_001013791		Gm5468	100040583|EG432939	predicted gene 5468	ncRNA
943	chr9	64750001	64800000	+	0	NA	Intergenic	Intergenic	-36011	NM_001162917	102442	Mm.222473	NM_176935	ENSMUSG00000053641	Dennd4a	AI115600|AI851943|F730015K02Rik	DENN/MADD domain containing 4A	protein-coding
1218	chr3	75550001	75600000	+	0	NA	intron (NM_001357514, intron 1 of 8)	intron (NM_001357514, intron 1 of 8)	17507	NM_001357514	20713	Mm.41560	NM_009250	ENSMUSG00000027834	Serpini1	AI837402|Ns|PI-12|PI12|Spi17	serine (or cysteine) peptidase inhibitor, clade I, member 1	protein-coding
1741	chr4	41550001	41600000	+	0	NA	intron (NM_175138, intron 1 of 19)	L2a|LINE|L2	5206	NM_175138	68922	Mm.79127	NM_175138	ENSMUSG00000061322	Dnaic1	1110066F04Rik|BB124644|Dnai1|b2b1526Clo	dynein, axonemal, intermediate chain 1	protein-coding
1635	chr7	26000001	26050000	+	0	NA	Intergenic	Intergenic	-36495	NM_007813	13089	Mm.482696	NM_007813	ENSMUSG00000040583	Cyp2b13	-	cytochrome P450, family 2, subfamily b, polypeptide 13	protein-coding
772	chrX	102650001	102700000	+	0	NA	Intergenic	MusHAL1|LINE|L1	-30754	NM_008832	18679	Mm.212889	NM_008832	ENSMUSG00000034055	Phka1	5330411D17|9830108K24Rik|Phka	phosphorylase kinase alpha 1	protein-coding
